perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_INSATISFEITO,nao gostei dificil de trabalhar com ele,5.0.11,18-10-2022 12:26:38,BALIZA/GO
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",INSATISFEITO,"Não esta puxando os dados da base nacional somente da local muita inconsistência de Cpf e CNS,  duplicidades de cadastros que poderia ser filtrados na base mesmo. Cadastros que desaparecem apos serem feitos.",5.0.11,18-10-2022 12:27:29,ALTA FLORESTA/MT
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",MUITO_INSATISFEITO,"Infelizmente tenho criticas, não entendo um programa que tenho que ser cadastrada, ter senha de acesso se todos os colegas ate mesmo de outras equipes podem entrar nos meus cadastros e bagunçar minha área, tirar moradores que cadastrei e vincular na na sua equipe para aumentar seu numero de população e prejudicar a minha área e minha equipe. Isso está prejudicando o nosso trabalho gerando inconsistência, nos fazendo perder tempo corrigindo isso enquanto o município nos massacra exigindo que",5.0.11,18-10-2022 12:28:22,SERRA/ES
"[""RECEPÇÃO""]",MUITO_SATISFEITO,muito bom,5.0.11,18-10-2022 12:31:24,BOM JARDIM/PE
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,"SUGIRO QUE COLOQUE NO RELATORIO AS COMORBIDADES SEPARADOS,COMO HA.DIA",5.0.11,18-10-2022 12:31:25,PATY DO ALFERES/RJ
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,"POREM PRECISA MELHORAR A SITUAÇÃO DO REGISTRO DO MARCADOR DE CONSUMO ALIMENTAR. SER INSERIDO NO PEC, POIS NO CDS DIFCULTA O REGISTRO DOS DADOS",5.0.10,18-10-2022 12:32:36,ARENÁPOLIS/MT
"[""GESTOR MUNICIPAL""]",MUITO_INSATISFEITO,ogostaria de relatorios de cobertura vacinal por mes e faixa etaria e grupos,5.0.7,18-10-2022 12:34:02,PARNAMIRIM/RN
"[""RECEPÇÃO""]",MUITO_SATISFEITO,NAO,5.0.11,18-10-2022 12:34:21,SENADOR RUI PALMEIRA/AL
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",INDIFERENTE,"Sugiro que o campo descritivo Sujetivo, Objetivo, Avaliação e Plano, descritos pelo profissional, sejam possíveis de alteração após o registro, haja vista a necessidade de acrescimos ou erratas. Abrir os campos para re-edição.",5.0.11,18-10-2022 12:34:52,PROMISSÃO/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",INDIFERENTE,"o sistema poderia nos dar relatórios mais assertivos, contendo o nome, cns, endereço dos cidadãos, com possibilidade de filtrar por idade e condição de saúde/acompanhamento(crianaças, gestantes, diabéticos, auxílio brasil)",5.0.11,18-10-2022 12:37:36,LONDRINA/PR
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,excelente o PEC.,5.0.7,18-10-2022 12:40:31,GUAJARÁ/AM
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""OUTRO PROF. NÍVEL SUPERIOR""]",SATISFEITO,A interface ficou um pouco poluída. Mas atende bem ao propósito,5.0.11,18-10-2022 12:44:23,ARAÇUAÍ/MG
"[""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"Eu solicito que o PEC possa conversar com o AB-território aplicativo. E ainda que a estratificação de risco seja segundo a de Coelho-Savassi, e já estar em acordo com o Planifica SUS. Gratidão paz e luz",5.0.11,18-10-2022 12:44:31,GUARAQUEÇABA/PR
"[""ACS - CAMPO GRANDE""]",MUITO_INSATISFEITO,"o sistema noa gera relatorios fidedignos, não conseguimos abrir abas extras sem sair da tela principal",5.0.11,18-10-2022 12:44:48,CAMPO GRANDE/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Se tornou mais lento, muitas informações ao mesmo tempo na tela, menos prático e mais instável.",5.0.11,18-10-2022 12:45:40,CAMPO GRANDE/MS
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INDIFERENTE,"Não consigo alterar permanentemente meu nome correto, após divórcio. Já foi atualizado diversas vezes meu nome correto nesse sistema, porém em poucos dias ele volta com o sobrenome incorreto. Para retificar, tenho sempre que solicitar à gerência pra que seja feito. Solicito que seja possível a correção permanente para que não gere transtornos na emissão de documentos.
Sendo o correto GISLENE BARBOSA LUCIANO.
Grata",5.0.11,18-10-2022 12:45:50,POÇOS DE CALDAS/MG
"[""GESTOR MUNICIPAL""]",MUITO_SATISFEITO,Sugiro desagregar as questões da ficha de marcadores de consumo alimentar. Para ficar semelhante ao SISVAN. Isso irá facilitar o monitoramento e a análise dos dados.,5.0.7,18-10-2022 12:46:00,SÃO CRISTÓVÃO/SE
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,travamentos ! nao ter assinatura digital,5.0.11,18-10-2022 12:46:06,SÃO GABRIEL DO OESTE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Precisa melhorar no quesito de colocar o resultado de exames anteriores. Sempre estamos tendo problemas com isso. Fora que está travando muito.,5.0.11,18-10-2022 12:46:54,PATOS/PB
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"não está salvando exames solicitados. so salva se lançar tudo novo. E não entendo essas divisóes, na faculdade aprendi, queixa principal, historia da doença atual, historia patologica pregressa, exame fisico... enfim, havia uma cronologia e não eram com esses nomes",5.0.11,18-10-2022 12:47:33,RIO CLARO/RJ
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,NAO DA OPÇAO PARA CORRIGIR DEPOIS DE SALVO.?,5.0.11,18-10-2022 12:48:49,GUANAMBI/BA
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",MUITO_INSATISFEITO,NÓS ACS NÃO CONSEGUIMOS  VISUALIZAR AS VACINAS DOS PACIENTES.,5.0.11,18-10-2022 12:49:28,LONDRINA/PR
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""CAD SUS WEB""]",SATISFEITO,Funcionalidade da vacina deveria aparecem na primeira tela as vacinas assim que pesquise o paciente e não precise esta entrando em outra aba para ver as mesmas.,5.0.11,18-10-2022 12:49:54,NOSSA SENHORA DA GLÓRIA/SE
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,não! está ótimo!,5.0.10,18-10-2022 12:50:41,SANTA CRUZ DO CAPIBARIBE/PE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",MUITO_INSATISFEITO,"PÉSSIMO...NÃO EXISTE SINCRONIZAÇÃO DO CADASTRO LOCAL E NACIONAL NO PEC,GERANDO INÚMERAS DUPLICIDADES DE CADASTROS...SISTEMA EXTREMAMENTE DESORGANIZADO ,SEM ORDEM ALGUMA PELO FATO DE SALVAR DOMICILIOS EM TOTAL DESORDEM NUMÉRICA, SISTEMA DE BUSCA DOS CADASTROS INDIVIDUAIS E GRUPOS DE PRIORIDADES ESPECÍFICOS COMPLETAMENTE INEFICAZES...SISTEMA DE REGISTRO DE PRODUÇÃO DIÁRIA PÉSSIMO,INEFICAZ E REPETITIVO,GERANDO ATRASO NOS REGISTROS...ENFIM ESSE SISTEMA É UM DESERVIÇO INFELIZMENTE...",5.0.11,18-10-2022 12:51:42,SERRA/ES
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR AD""]",MUITO_INSATISFEITO,o acesso nacional não funciona,5.0.11,18-10-2022 12:52:02,SÃO GABRIEL DO OESTE/MS
"[""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,"as informações da pagina inicial soap, ficaram muito juntas, esta poluido visualmente, prescisava ver uma forma visual pra  melhor separação e quando houver erro o sistema nos informar qual o erro, porque não há essa informação. Só vem a mensagem de erro.",5.0.11,18-10-2022 12:53:38,ARARAQUARA/SP
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,TENTAR INCORPORAR OUTROS CÓDIGOS DO CIAP E DE EXAMES DE IMAGENS.,5.0.11,18-10-2022 12:53:47,null
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,Campo alegre de Lourdes Bahia   minha crítica e que muito das vezes  o sistema  fica muito tempo fora do ar,5.0.11,18-10-2022 12:54:32,CAMPO ALEGRE DE LOURDES/BA
"[""RECEPÇÃO"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"como ja reclamei acho q deveriamos ter um espaço p digitacao das vd dos acs, e os cadastros estao desaparecendo no nosso app e-sus",5.0.11,18-10-2022 12:56:29,BANANAL/SP
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,devia ter memoria nos cid,5.0.11,18-10-2022 12:56:54,ITAPITANGA/BA
"[""RECEPÇÃO""]",MUITO_INSATISFEITO,"totalmente insatisfeito. a cada atualizacao, pior fica",5.0.11,18-10-2022 13:03:04,CAMPO GRANDE/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"Na parte do registro de sinais vitais, seria interessante ficar aberto na tela para faciliar registro de pressão arterial",5.0.11,18-10-2022 13:03:26,CAMPO GRANDE/MS
"[""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,precisa o pec esta atualizado com o cadesus,5.0.11,18-10-2022 13:04:27,CAMPO GRANDE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,"Bom dia! 
Os registros das digitações  estão demorando muito para aparecer, agora não tenho mais controle das minhas  digitações pois com essa demora não consigo acompanhar os historicos dos registros dos pacientes.",5.0.11,18-10-2022 13:07:05,CAMPO GRANDE/MS
"[""RECEPÇÃO""]",INSATISFEITO,muito instável,5.0.11,18-10-2022 13:10:39,CARAPICUÍBA/SP
"[""DIGITADOR"",""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,PODERIA FACILITAR NA PESQUISA DO CIDADÃO COM CPF E ABRIR A OPÇÃO DE DUAS PAGINAS ABERTAS AO MESMO TEMPO,5.0.8,18-10-2022 13:13:36,APARECIDA DE GOIÂNIA/GO
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Não está puxando os dados do cadsus,5.0.11,18-10-2022 13:15:28,CAMPO GRANDE/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"prático, porém com muita poluição visual ainda",5.0.11,18-10-2022 13:15:39,OEIRAS/PI
"[""AGENTE COMUNITARIO DE SAUDE COPIADO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Não está integrando as informação do cartão do SUS com o cidadão.,5.0.11,18-10-2022 13:21:44,POÇOS DE CALDAS/MG
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",INSATISFEITO,sistema poderia migrar dados de atualização no momento que é lançado os novos dados para a sincronização com o cad sus demora muito para migrar poderia ser melhorado isso .,5.0.11,18-10-2022 13:23:53,LONDRINA/PR
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE SERRA"",""ESCUTA INICIAL"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",INSATISFEITO,"A UNIFICAÇAO DO CADSTRO É ALGO QUE DEVERIA SER ACESSÍVEL AO AGENTE COMUNITARIO DE SAÚDE, JÁ QUE CABE AO MESMO CADASTRAR, NEM SEMPRE SE CONSEGUE APOIO DA GERÊNCIA PARA TAL. OUTO PONTO RELEVANTE É A RESPEITO DO RELATÓRIO POIS O RELATORIO DO ENFERMEIRO É MUITO MAIS COMPLETO QUE O DO ACS. SEM CONTAR QUE O PRONTUÁRIO DO PACIENTE A CATEGORIA NÃO TEM ACESSO, EM CERTAS SITUAÇÕES SERIA INTERESSANTE ACRESCENTAR ALGUNS DETALHES AO PRONTUÁRIO DO PACIENTE.",5.0.11,18-10-2022 13:24:59,SERRA/ES
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"Não, ficou muito poluída.",5.0.11,18-10-2022 13:26:44,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO""]",INSATISFEITO,deveria liberar mais opcoes para acesso.,5.0.10,18-10-2022 13:27:29,null
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""DIGITADOR""]",INDIFERENTE,"A Dum uma vez dita pela gestante na primeira consulta é colocada e não pode ser mais alterada. Ocorre que algumas vezes a paciente tem dúvidas e ao iniciar o pré-natal essa data fica limitante. Acontece de realizar um ultrassom de destoar da data que havia dito. O sistema bloqueia dizendo que houve ultrapassagem de semanas. 

Outro ponto seria a sugestão para a oportunidade de alterar registro em um prazo de 24 horas em caso de erros.",5.0.11,18-10-2022 13:27:31,null
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,caetite,5.0.10,18-10-2022 13:30:46,CAETITÉ/BA
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,"Não me parece funcional. Visualmente poluído. preferia versão anterior, mais prática e fácil de visualizar.",5.0.11,18-10-2022 13:34:02,CAMPO GRANDE/MS
"[""OUTRO PROF. NÍVEL SUPERIOR"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF"",""ESCUTA INICIAL""]",SATISFEITO,Importante disponibilizar ferramenta para anexo de documentos,5.0.11,18-10-2022 13:34:42,DOURADOS/MS
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,NÃO ESTA BUSCANDO O CIDADÃO NA BASE NACIONAL ISSO ATRAPALHA O TRABALHO NÃO SÓ ACS MAIS TAMBÉM DE TODA A EQUIPE DA UNIDADE.,5.0.11,18-10-2022 13:35:29,BUERAREMA/BA
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,PRECISAMOS DE UM TREINAMENTO COMPLETO... EXISTEM VÁRIAS FERRAMENTAS QUE NEM TODOS SABEM QUE EXISTEM.,5.0.11,18-10-2022 13:36:34,ARARAQUARA/SP
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",INDIFERENTE,a nova tela do soap ta bagunçada confusa,5.0.11,18-10-2022 13:38:39,CHAPADA DO NORTE/MG
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"TODA VEZ QUE TEM ATUALIZAÇÕES , PERDEMOS INFORMAÇÕES IMPORTANTES NO SISTEMA, PRINCIPALMENTE ACOMPANHAMENTO DO DESENVOLVIMENTO DE PUERICULTURA E RESULTADOS DE EXAMES LABORATORIAIS. MUITAS DUPLICIDADES CADASTRAIS QUE NÃO UNIFICAM ! GERANDO BAIXO ACOMPANHAMENTO PRINCIPALMENTE DE HIPERTENSOS E DIABÉTICOS.",5.0.11,18-10-2022 13:39:32,PORTO ESPERIDIÃO/MT
"[""ADMINISTRADOR MUNICIPAL""]",INDIFERENTE,"É muito importante que o relatório de vacinas apresente nome de paciente, facilitando a busca ativa dos faltantes. Muito necessário a inclusão de indicadores de risco",5.0.11,18-10-2022 13:39:42,UNIÃO DA VITÓRIA/PR
"[""ADMINISTRADOR MUNICIPAL""]",INSATISFEITO,FALTA BOTAO DE IMPRESSAO NOS CADASTROS INDIVIDUAL E DOMICILIAR,5.0.11,18-10-2022 13:42:30,PARNAÍBA/PI
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,"Gostaria muito que desse para anexar imagens (fotos de lesões, relatório médicos de outros colegas).",5.0.11,18-10-2022 13:45:01,GUANAMBI/BA
"[""GESTOR MUNICIPAL""]",INDIFERENTE,alguns acesso de informação ficaram muito limitado,5.0.11,18-10-2022 13:46:42,LONDRINA/PR
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,não consigo dar baixa em prontuário de gestante que já tiveram o parto resolvido,5.0.11,18-10-2022 13:49:55,CARAPICUÍBA/SP
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_SATISFEITO,Muitos dados não condizem com o que digito no prontuário do paciente.,5.0.11,18-10-2022 13:52:04,MEDEIROS NETO/BA
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,poderiamos ter acesso ao historico dos pacientes de forma nacioal e a ferramentar já podia vir com o manchester,5.0.11,18-10-2022 13:52:13,INHAPI/AL
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,"Poderia ter a opção de editar algum atendimento, as vezes concluímos algum atendimento e percebemos que ficou faltando colocar alguma informação, então poderia ter um limite de tempo para editar essas informações no prontuário",5.0.11,18-10-2022 13:57:55,SANTA BRÍGIDA/BA
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""AGENDA UBS"",""ALTERAR AGENDA"",""UBS ALTERAR AGENDA""]",INSATISFEITO,"Nas atividades coletivas é necessário inserir CNS, DN e sexo DE CADA PACIENTE, quando seria necessário inserir apenas CNS, pois o sistema já tem as demais informações. Isso gera necessidade de 16 cliques por pessoa. Tenho 70 pacientes em um grupo, gerando 1120 cliques (2 horas registrando o grupo). Se fosse necessário apenas o CNS, seriam 7 cliques, num total de 490 cliques, levando menos da metade do tempo, otimizando muito o trabalho. Tenho que fazer dois grupos, e não tenho tempo de digitar.",5.0.11,18-10-2022 13:58:38,LONDRINA/PR
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"Nãe é possivel encerrar atendimento em registro tardio de atendimento, mesmo com todos campos preenchidos corretamente.",5.0.11,18-10-2022 14:00:05,LONDRINA/PR
"[""PSICÓLOGO"",""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",MUITO_SATISFEITO,NÃO,5.0.11,18-10-2022 14:03:03,SERRA/ES
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,"precisa ter uma opção de voltar no atendimento que acabou de ser realizado para colocar algum dado que foi esquecido, sem ter que abrir novo atendimento",5.0.11,18-10-2022 14:13:11,SERRA/ES
"[""RECEPÇÃO""]",SATISFEITO,OTIMO,5.0.11,18-10-2022 14:14:08,CAMPO GRANDE/MS
"[""COORDENADOR DA UBS""]",SATISFEITO,"o Sistema é bom porem existem muitas duvidas ainda como famílias equipes some, muita inconsistência e nao consegue tirar, produção nao aparece e outros mais",5.0.11,18-10-2022 14:15:41,ALTO ALEGRE DOS PARECIS/RO
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,Tem 2 meses que a base nacional não faz buscas. precisa melhorar muito ainda.,5.0.11,18-10-2022 14:16:05,DORES DO INDAIÁ/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,NÃO ESTAR CONECTADO AO DATASUS,5.0.11,18-10-2022 14:16:25,CAMPO GRANDE/MS
"[""AGENDA"",""RECEPÇÃO"",""DIGITADOR"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,teve um dia que não salvo os dados colocados no sistema.,5.0.11,18-10-2022 14:21:42,MARÍLIA/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,nao,5.0.11,18-10-2022 14:23:14,CORUMBÁ/MS
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",MUITO_SATISFEITO,Não,5.0.11,18-10-2022 14:25:36,BEZERROS/PE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,Problema  principal e questão do pec com cadsus não estão mais  interligados,5.0.11,18-10-2022 14:28:06,RINCÃO/SP
"[""DIGITADOR"",""COORDENADOR DA UBS"",""RECEPÇÃO""]",MUITO_INSATISFEITO,"O sistema ainda não voltou a se conectar com a base nacional de dados, o que impossibilita algumas atividades.",5.0.11,18-10-2022 14:28:33,MARACANAÚ/CE
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,"osistema cai muito, o computador com problema",5.0.11,18-10-2022 14:35:25,SENADOR RUI PALMEIRA/AL
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INDIFERENTE,o sistema demora para mostrar os cadastros individuais feitos no tablet.,5.0.10,18-10-2022 14:40:37,MESQUITA/RJ
"[""ESCUTA INICIAL"",""FARMACÊUTICO""]",MUITO_SATISFEITO,excelente,5.0.11,18-10-2022 14:40:47,FORMIGA/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_SATISFEITO,pra mim esta otimo,5.0.11,18-10-2022 14:51:30,VERTENTE DO LÉRIO/PE
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_SATISFEITO,"O novo sistema apresenta muita complexidade na hora do atendimento, mas ficou mais objetivo para quem abre o prontuário e visualiza as informações principais.",5.0.11,18-10-2022 14:55:14,CARAPICUÍBA/SP
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA"",""RECEPÇÃO""]",INDIFERENTE,"a pagina da odontologia ficou um pouco confusa , com dificuldades de encontrarmos algumas situações para lançarmos",5.0.11,18-10-2022 14:57:23,SERRA/ES
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"permitir criar prescriçoes padroes, grupos de exames, desmarcar medicaçoes quando ja impressas (opçao todas)",5.0.11,18-10-2022 15:11:50,SERRA/ES
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Continua dificil para ler o prontuário do paciente. Ficar clicando em cada atendimento é muito ruim. Tem que ter muita persistencia para ler tudo, principalmente se é a primeira vez que atendemos o paciente. E mesmo se não for a primeira vez não lembramos de tudo. Por isso, sugiro que a visualização do prontuário seja corrido, que consigamos ver tudo em uma folha , só ir rolando a tela para baixo. Temos que otimizar o nosso tempo, senão serão 15 minutos só pra ler o motivo da consulta.",5.0.11,18-10-2022 15:12:35,LONDRINA/PR
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL"",""RECEPÇÃO"",""DIGITADOR""]",INSATISFEITO,"poderia ter registro de aplicação de fluor , orientação de higiene e profilaxia",5.0.11,18-10-2022 15:12:50,PINHALZINHO/SP
"[""RECEPÇÃO""]",INDIFERENTE,Não estamos mas conseguindo atualizar os dados sincronizando com os dados do cartão SUS.,5.0.11,18-10-2022 15:20:02,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"Sou ACS e, uma das funcionalidades que tínhamos era a agenda. Para mim, este item era muito importante. Pois, era possível visualizar as consultas anteriores e atuais dos pacientes. Dessa forma, era fácil controlar de quanto  em quanto tempo os Hipertensos e Diabéticos passava em consulta, Gestantes que não encontramos nos domicílios e frequência das crianças em consulta. E,também, na janela do Cadastro Individual, deveria ter as opções CNES e Micro Área pra facilitar na busca e atualização.",5.0.11,18-10-2022 15:21:53,CARAPICUÍBA/SP
